ID,Age,CustomerSince,HighestSpend,ZipCode,HiddenScore,MonthlyAverageSpend,Level
2171,39,13,52,95039,3,0.5,3
2172,35,11,42,93108,1,1.5,3
2173,39,15,79,92028,2,1.8,2
2174,34,10,34,93407,1,1.7,1
2175,30,5,123,95605,2,3.1,1
2176,37,12,160,94305,2,3.3,1
2177,41,14,51,91320,3,2.33,2
2178,31,7,108,94507,1,4,1
2179,37,13,158,93943,2,2.3,2
2180,49,23,68,90024,1,1.5,2
2181,58,33,42,91380,2,1.6,3
2182,45,15,32,94143,1,0.75,3
2183,40,14,22,94566,2,1.4,3
2184,34,8,29,90025,2,2,3
2185,62,36,183,90095,2,3.4,3
2186,54,30,69,92009,1,1.6,3
2187,26,2,92,96001,2,0.2,1
2188,54,30,40,90024,2,1,3
2189,29,4,9,92037,4,0.5,3
2190,48,23,128,94309,1,0.6,1
2191,27,3,110,96150,2,0.2,1
2192,42,18,171,90027,2,8,1
2193,25,1,13,95814,4,1,1
2194,45,19,25,94609,2,0.1,3
2195,34,9,123,94553,1,1.6,2
2196,51,27,33,92037,4,0.2,1
2197,51,24,189,95211,4,4.75,2
2198,60,35,34,94102,1,0.3,3
2199,59,35,58,91355,1,0,2
2200,49,24,51,91016,1,1.3,2
2201,50,25,29,90095,2,1.3,1
2202,41,16,111,92009,2,0.4,1
2203,49,24,43,94709,4,1.9,3
2204,50,25,130,91320,1,0.6,1
2205,63,37,20,94704,2,0.4,1
2206,63,37,101,95819,2,2.8,1
2207,33,7,48,92831,4,2.2,2
2208,38,12,180,90245,1,2.8,3
2209,64,40,92,91109,2,0,3
2210,36,10,33,94080,3,0.9,1
2211,58,33,51,95006,2,1.9,2
2212,39,14,31,92717,2,1.4,2
2213,46,22,83,95060,1,2.7,1
2214,61,37,45,94610,1,0.8,1
2215,53,27,89,92735,1,0.8,3
2216,28,3,193,94501,3,4,2
2217,64,40,89,94707,1,3.8,1
2218,48,24,162,91355,4,3.3,2
2219,38,13,9,92634,2,0.3,2
2220,52,22,58,93101,4,2,3
2221,65,40,80,94105,1,0.8,3
2222,59,33,73,92056,2,1.7,3
2223,45,20,41,95008,1,0.3,1
2224,53,28,74,91711,3,2,2
2225,38,12,29,92084,2,1.4,3
2226,54,24,25,90505,4,0.4,3
2227,25,1,98,90717,1,5.4,1
2228,61,35,59,90840,4,1.7,2
2229,48,23,43,90254,4,1.9,3
2230,46,22,72,91711,4,1.4,2
2231,36,11,183,94704,1,3,3
2232,46,20,134,94575,1,5.7,1
2233,59,33,140,95035,2,0.5,1
2234,59,35,39,92028,1,1.8,3
2235,36,12,35,95812,4,0.4,2
2236,63,37,141,92121,2,6.9,1
2237,51,24,23,95616,1,0.5,2
2238,30,5,134,92647,1,0,1
2239,48,22,35,92709,1,1.4,3
2240,55,29,42,95833,4,2.5,1
2241,41,17,81,92868,4,0.2,3
2242,26,0,14,94301,4,0.4,1
2243,41,17,45,93437,1,1.8,1
2244,54,28,79,91342,3,1.7,2
2245,57,31,53,92806,1,0.8,2
2246,54,28,33,94111,2,0.7,2
2247,35,11,190,92093,3,3.1,2
2248,60,34,60,95616,1,2.5,3
2249,63,37,8,94618,1,0.8,2
2250,41,14,38,95814,3,1,2
2251,46,22,154,93109,1,5,1
2252,31,5,54,92173,4,2.2,2
2253,58,32,41,95819,3,1.4,1
2254,59,35,25,95827,2,0.3,1
2255,46,22,53,90025,2,1.7,1
2256,33,9,79,94612,1,0.1,1
2257,56,31,13,94305,4,0.9,2
2258,47,23,130,91763,2,1.4,1
2259,59,33,93,91320,2,0.7,2
2260,24,0,82,90401,3,0.8,1
2261,39,14,15,93561,2,0.3,2
2262,30,3,150,94305,4,5,2
2263,55,29,131,95070,2,0.7,2
2264,47,21,28,92868,3,1.5,1
2265,35,11,9,93106,4,0.7,2
2266,47,23,88,94305,4,1.4,2
2267,38,13,143,94550,1,4.1,1
2268,38,13,168,92647,2,1.3,3
2269,27,3,105,94304,1,3,2
2270,42,18,62,94305,3,2.1,3
2271,26,2,51,92103,4,2.6,1
2272,60,34,101,94928,3,4.4,1
2273,27,3,90,91365,3,0.8,1
2274,27,1,83,91775,4,2.1,3
2275,40,15,21,90034,2,0,3
2276,40,16,115,94305,1,3.4,1
2277,29,3,172,92093,4,4.4,1
2278,30,6,32,91330,2,1,2
2279,30,4,204,91107,2,4.5,1
2280,47,23,34,91711,4,0.6,1
2281,33,7,30,94920,2,2,3
2282,57,32,31,95039,3,1.3,2
2283,38,14,90,94110,2,2.7,1
2284,54,28,79,92677,4,2.6,3
2285,47,23,22,94901,4,0.6,1
2286,48,22,114,92007,1,2.4,3
2287,62,36,42,94122,1,0.5,3
2288,30,6,29,92121,1,0.2,3
2289,35,11,72,94706,3,2.6,2
2290,59,35,68,93117,1,1.8,3
2291,38,13,78,91942,4,0.7,3
2292,47,23,90,95449,1,2.7,1
2293,57,33,170,95051,2,2.1,2
2294,42,17,14,91768,2,0.1,2
2295,39,15,129,90035,2,1.9,1
2296,53,23,39,92101,3,1,3
2297,27,3,82,94305,2,0.2,1
2298,59,35,31,94063,3,0.4,2
2299,48,24,9,92630,4,0.5,2
2300,62,37,15,94583,3,0.1,3
2301,66,41,70,93711,3,2.2,1
2302,38,13,84,93403,4,0.7,3
2303,42,17,155,92806,1,7,1
2304,47,21,89,94720,2,0.8,3
2305,27,2,170,95818,3,4.7,1
2306,32,7,185,92009,2,6.7,1
2307,37,13,82,92373,2,2.2,1
2308,56,31,60,92009,3,1.7,1
2309,39,13,58,94590,2,2.4,2
2310,36,12,29,94583,1,1.33,1
2311,32,6,32,92806,2,0.3,1
2312,62,37,115,90245,4,3.4,2
2313,48,22,83,91345,2,2.4,2
2314,58,32,54,94035,3,0.3,2
2315,27,2,112,94501,4,1.8,3
2316,52,26,182,95818,2,1.4,2
2317,54,30,112,94920,2,6.8,1
2318,31,5,129,95814,3,5.9,3
2319,60,34,23,94803,1,0.8,2
2320,34,9,198,95819,2,3,1
2321,46,22,84,92692,4,2,3
2322,41,15,39,91380,3,0.5,3
2323,62,37,129,94143,1,1.3,1
2324,31,7,113,94542,2,2,2
2325,41,11,35,93107,1,0.75,3
2326,55,30,85,94591,1,0.1,3
2327,45,19,73,94086,4,2.9,1
2328,51,25,70,90095,1,0.8,3
2329,27,2,130,92182,3,4.4,1
2330,30,4,39,94022,1,1.5,1
2331,31,5,72,95133,4,1.8,2
2332,61,37,68,90245,4,2.3,3
2333,40,16,35,94022,1,1.4,3
2334,45,21,61,95812,3,0.7,1
2335,45,21,69,90025,4,1.9,1
2336,37,13,59,93907,1,3.6,2
2337,34,8,99,93460,2,4.5,3
2338,43,16,201,95054,1,10,2
2339,42,18,130,94611,2,7.5,1
2340,56,31,72,90095,3,2,2
2341,33,9,44,94112,1,1.2,1
2342,36,10,91,92028,1,1.5,3
2343,62,37,92,94608,3,0.5,1
2344,58,34,55,90032,1,0.8,1
2345,65,40,20,94608,3,0.5,1
2346,65,40,89,90291,1,4.1,1
2347,52,26,59,92660,2,1.5,2
2348,64,39,8,92104,3,0.1,3
2349,51,25,85,94015,4,4.9,1
2350,59,35,94,94610,1,4.3,1
2351,52,28,22,91711,2,0.4,1
2352,55,31,74,94611,2,3.2,3
2353,46,19,59,93555,3,2.67,2
2354,61,36,12,93023,4,0.6,2
2355,35,9,8,94043,1,0.4,2
2356,56,31,74,94920,3,1.6,3
2357,31,5,184,92064,4,3.4,2
2358,44,19,34,95005,4,0,2
2359,53,27,63,93109,2,0.8,3
2360,36,12,123,95060,2,5.6,2
2361,27,1,85,93302,2,1.6,3
2362,36,12,109,94928,3,0.5,3
2363,40,15,31,94720,1,0.6,3
2364,39,13,61,90095,2,2.4,2
2365,59,35,88,94923,2,1.6,1
2366,43,18,22,91311,2,0.3,2
2367,30,4,63,95008,4,2.2,2
2368,26,1,80,95616,4,0.2,1
2369,48,22,78,94588,3,2.1,1
2370,50,24,45,94005,4,0.1,1
2371,33,7,51,94040,4,2.1,3
2372,32,6,111,95014,2,1.5,3
2373,34,10,45,93943,3,2.8,1
2374,33,9,184,94304,2,4.8,2
2375,32,5,41,92008,2,1,2
2376,55,30,69,91007,4,1.3,3
2377,58,33,23,91768,3,0.2,1
2378,47,23,160,92037,2,6.67,1
2379,30,5,61,95605,1,0.8,2
2380,42,18,110,94720,2,6.1,1
2381,40,16,50,92606,2,0.6,3
2382,33,9,49,94928,1,2.4,2
2383,46,20,185,94131,4,7.5,2
2384,63,39,52,90033,2,1.1,1
2385,62,37,53,92028,2,2.8,1
2386,43,17,125,94720,4,3.5,2
2387,31,5,72,94542,3,1.6,1
2388,28,2,51,94720,4,1.8,3
2389,64,39,23,91768,3,0.5,1
2390,27,1,41,90033,1,1.9,3
2391,33,9,41,95814,3,2,1
2392,39,12,138,92697,1,4.67,2
2393,44,20,138,94143,2,3.3,1
2394,53,28,14,94005,4,0.8,1
2395,42,18,145,94065,2,8,1
2396,44,17,25,95064,3,1,2
2397,34,10,43,95014,1,1.7,1
2398,47,22,93,90266,1,0.2,2
2399,53,29,90,95053,2,0.3,1
2400,62,36,41,90245,2,1,3
2401,61,36,169,91380,2,6.1,3
2402,42,17,63,95814,2,2.2,3
2403,48,21,23,94720,3,0.67,2
2404,38,13,140,90210,4,0.5,1
2405,41,15,75,95010,1,1.5,3
2406,57,32,13,94588,4,0.9,2
2407,31,7,10,92354,1,0.5,3
2408,39,15,100,94720,1,0.8,2
2409,48,22,85,94105,3,1.1,1
2410,55,31,73,95207,3,2.67,1
2411,29,4,130,92630,2,6.7,1
2412,47,22,65,91330,3,2.7,2
2413,61,36,59,93118,4,1.7,1
2414,60,34,31,91007,2,1,3
2415,34,10,134,91775,1,4,1
2416,45,21,11,94143,4,0.2,1
2417,60,35,32,93611,1,0.3,3
2418,25,0,53,90095,2,1.6,3
2419,41,17,28,95616,1,0.7,1
2420,63,37,44,94550,2,1,3
2421,63,39,40,91304,1,0.8,1
2422,43,19,40,94949,3,0.6,2
2423,58,32,163,95014,2,0.5,1
2424,50,25,82,91335,1,1.3,3
2425,38,12,89,94583,4,1.4,2
2426,54,30,78,92507,4,1.6,2
2427,61,36,55,94132,3,0.9,3
2428,29,5,34,92675,4,0.4,2
2429,39,12,108,92717,4,3.67,2
2430,33,7,58,95616,4,2.2,2
2431,23,-1,73,92120,4,2.6,1
2432,56,31,54,91380,4,2.1,1
2433,54,30,45,92182,4,0.9,2
2434,37,11,123,94720,1,2.3,2
2435,38,12,93,95616,1,5.2,1
2436,34,9,102,92115,4,2.2,2
2437,53,29,39,92626,3,1.5,1
2438,65,40,114,94608,4,3.4,2
2439,62,37,29,91030,1,0.3,3
2440,51,25,30,91116,3,0.6,2
2441,31,5,22,91401,1,0.6,3
2442,64,38,38,94305,2,0.3,1
2443,39,15,41,90028,2,1.7,1
2444,28,3,161,92646,4,1.7,3
2445,60,35,38,94701,3,0.5,2
2446,47,23,25,93106,1,0.9,3
2447,25,1,70,93010,4,2.6,1
2448,44,19,201,95819,2,8.8,1
2449,51,26,42,92103,2,0.6,3
2450,31,7,64,94720,1,1.2,1
2451,32,7,28,90034,4,1.1,3
2452,51,25,119,93940,1,4.9,1
2453,25,1,28,94596,1,1,3
2454,43,19,60,94104,3,2.1,3
2455,54,29,23,93955,1,1.5,2
2456,34,8,164,94720,4,7.4,3
2457,54,30,39,95211,2,0.8,1
2458,42,17,19,92115,2,0,3
2459,46,20,72,93108,2,0.8,3
2460,62,37,41,95060,3,0.9,3
2461,31,5,32,92123,2,0.3,2
2462,30,5,69,94302,1,0.8,2
2463,52,28,23,95828,3,0.4,1
2464,35,9,44,92009,4,0.2,1
2465,60,36,32,92407,3,0.4,2
2466,58,34,25,90059,2,0.3,1
2467,24,-2,80,94105,2,1.6,3
2468,40,16,83,92350,1,0.8,2
2469,49,23,133,94304,1,7.3,1
2470,43,18,89,92780,1,0.1,2
2471,33,7,81,92122,2,4.5,3
2472,36,11,44,91040,2,1.1,2
2473,62,36,119,94720,2,2,1
2474,57,32,39,92182,4,0.9,1
2475,64,38,40,92122,2,1,3
2476,52,26,79,95817,3,0.8,1
2477,54,28,30,95616,4,0.7,2
2478,40,14,179,90025,1,2.6,3
2479,30,5,178,94063,2,6.7,1
2480,55,30,82,94720,4,3.8,2
2481,39,13,50,91768,2,2.4,2
2482,55,30,64,94306,2,1.9,2
2483,28,4,129,92115,1,1.5,1
2484,44,18,68,93943,4,2.9,1
2485,46,21,30,92697,1,1.4,3
2486,61,36,48,94025,3,1.5,1
2487,61,36,130,92717,1,1.3,1
2488,45,20,40,92886,1,0.5,3
2489,38,14,105,94708,2,1.9,1
2490,29,3,41,92626,4,0.2,1
2491,52,28,168,90404,3,6.5,3
2492,38,14,80,92868,2,2.7,1
2493,28,3,134,96091,2,3.1,1
2494,34,9,49,94025,1,2.5,3
2495,35,9,63,92697,2,1.8,1
2496,46,22,70,94701,4,1.9,1
2497,63,37,32,93117,3,0.7,2
2498,33,9,14,95133,3,0.9,3
2499,38,14,111,92028,2,6.1,1
2500,53,27,38,94105,4,2.8,2
2501,28,2,121,92096,2,2,1
2502,44,18,90,95616,4,2.6,3
2503,58,31,178,92009,2,6,2
2504,38,14,20,94024,4,0.4,2
2505,48,24,61,91380,2,1.7,1
2506,33,7,43,96064,4,0.8,1
2507,66,42,39,94590,1,1.9,2
2508,59,34,60,90048,4,2.1,1
2509,40,15,63,93407,3,3,1
2510,36,11,8,93401,4,0.2,3
2511,62,38,52,95616,4,1.3,2
2512,51,27,92,92121,4,3,1
2513,58,32,111,90212,2,1.4,1
2514,52,26,71,92037,1,1.4,3
2515,41,16,25,92182,2,0.1,2
2516,31,5,34,94558,1,1.9,3
2517,28,3,74,94720,3,2.6,3
2518,57,31,120,95616,2,2,1
2519,61,37,50,95125,4,1.3,2
2520,60,36,10,92121,2,1,1
2521,56,29,45,90095,4,2.5,2
2522,49,23,29,94551,4,1.8,1
2523,63,37,145,94025,2,6.9,1
2524,49,23,100,95403,2,6.3,1
2525,49,25,24,95678,3,0.4,1
2526,32,8,60,95816,1,1.2,1
2527,26,1,50,95616,4,0.6,2
2528,27,1,43,95120,3,1.1,2
2529,57,31,79,91335,3,4.4,1
2530,29,5,44,95819,3,0.1,2
2531,56,30,31,90024,4,1.5,3
2532,59,35,14,94305,2,1,1
2533,53,28,19,94608,4,0.8,1
2534,54,29,111,93023,1,1.1,2
2535,56,30,90,94402,1,1.9,2
2536,50,25,21,90274,2,0.7,3
2537,51,25,104,94949,1,4.2,2
2538,53,27,75,94303,1,1.9,2
2539,37,12,175,92037,2,7.8,1
2540,32,7,98,95929,1,4.2,1
2541,49,23,41,95521,4,0.1,1
2542,34,8,171,90212,2,2.2,2
2543,54,30,79,92630,4,1.6,2
2544,64,39,24,94117,4,0.6,2
2545,58,34,90,95039,1,3.6,2
2546,25,-1,39,94720,3,2.4,2
2547,50,25,9,91911,2,0,1
2548,38,13,15,90245,2,0.1,2
2549,48,24,80,91343,1,2.7,1
2550,41,15,63,95060,1,0.7,3
2551,32,8,20,93106,1,0.5,3
2552,46,22,43,92120,2,2.1,3
2553,39,15,65,95822,1,1.5,3
2554,39,15,91,93907,2,1.7,2
2555,63,39,53,93940,1,0.8,1
2556,58,32,110,94143,3,1.7,2
2557,28,4,82,92831,3,1.5,1
2558,36,11,23,94553,4,0.2,3
2559,43,19,172,95136,2,6.67,1
2560,36,12,88,90212,2,2.7,1
2561,44,18,71,93943,2,0.8,3
2562,31,5,180,94720,1,2.9,3
2563,45,21,39,92521,2,2.1,3
2564,39,13,94,90401,1,1.5,3
2565,43,16,25,94126,3,1,2
2566,40,15,10,94708,2,0,3
2567,30,5,42,94305,1,1,1
2568,58,33,142,92333,2,3.9,1
2569,46,21,34,92373,2,1.3,1
2570,35,10,139,90024,1,4.6,1
2571,30,4,154,95621,2,4.5,1
2572,34,8,40,91768,2,2,3
2573,62,32,33,93907,1,1.5,3
2574,58,34,80,90095,2,1.6,1
2575,45,18,10,92037,3,0.67,2
2576,42,16,41,90401,3,0.5,3
2577,60,36,30,93711,4,1.3,1
2578,55,29,78,95521,1,0.8,3
2579,45,21,164,90638,1,5,1
2580,52,27,23,92780,1,0.4,3
2581,31,7,149,92624,1,6,1
2582,60,34,25,94132,4,0.7,3
2583,33,9,42,95010,1,2.1,3
2584,37,11,71,91302,1,2.5,1
2585,59,34,114,94606,3,4.2,2
2586,51,26,70,91320,1,2.8,2
2587,47,23,149,92675,4,6.1,1
2588,60,33,55,94998,4,2.5,2
2589,61,36,29,93065,1,1.3,1
2590,64,40,123,90840,1,3.8,1
2591,46,20,152,95814,1,7.4,3
2592,31,7,8,95131,4,0.7,2
2593,57,32,69,94710,4,0.7,1
2594,48,23,161,96003,4,7.9,3
2595,48,23,79,94024,1,0.2,2
2596,35,10,105,92780,1,4.6,1
2597,33,8,39,95032,3,2.3,1
2598,47,23,163,92653,1,5,1
2599,46,20,9,94005,1,0.2,1
2600,44,20,71,91006,4,2,3
2601,42,18,51,92868,3,2.1,3
2602,50,24,32,90277,1,1.4,3
2603,52,26,161,93108,4,4.3,1
2604,53,27,60,90049,1,0.2,1
2605,37,10,35,92521,4,1,2
2606,64,40,41,94305,4,1.2,2
2607,46,22,73,92648,2,1.7,1
2608,57,33,49,94305,4,1.5,1
2609,61,35,79,94024,2,2,1
2610,42,18,120,93407,2,7.5,1
2611,40,16,60,94501,2,3.2,1
2612,33,8,78,95051,3,0.6,2
2613,50,26,40,95138,4,1.1,2
2614,52,26,110,94501,2,5.4,3
2615,35,11,160,92093,4,5.7,3
2616,57,32,68,94542,4,0.7,1
2617,56,31,49,92182,2,1.6,3
2618,44,20,65,92037,2,2.5,1
2619,23,-3,55,92704,3,2.4,2
2620,33,8,62,92093,3,2.3,1
2621,48,22,152,95616,1,0,1
2622,45,18,42,95126,3,2.5,2
2623,54,28,39,90245,4,0.7,2
2624,42,17,111,94304,3,3,1
2625,47,21,82,94109,3,2.1,1
2626,61,36,108,93943,4,3.4,2
2627,53,27,59,92038,2,0.8,3
2628,56,30,61,93106,3,2.5,1
2629,33,6,78,95819,4,2,2
2630,44,18,18,93943,2,0.1,3
2631,63,37,113,94611,4,1.7,3
2632,47,20,62,92521,1,2.67,2
2633,50,24,81,94720,1,4.9,1
2634,49,25,13,95054,3,0.4,1
2635,34,9,75,94303,1,2.8,1
2636,40,14,33,95616,2,0.8,3
2637,38,13,179,93943,1,4.1,1
2638,51,26,69,94005,3,2,2
2639,28,4,45,94025,1,1,3
2640,52,26,59,95762,3,3,2
2641,39,13,81,94309,2,2.8,1
2642,29,5,133,90095,1,5.4,1
2643,54,29,81,92096,2,0,3
2644,63,38,14,92630,4,0.4,2
2645,40,14,28,94061,2,0.8,3
2646,36,12,93,95125,2,2.2,1
2647,45,20,191,92007,3,2.6,3
2648,61,37,155,91605,1,2.9,1
2649,26,0,155,93105,2,7.2,1
2650,33,8,68,92407,4,1.3,1
2651,64,40,52,95060,2,1.1,1
2652,43,17,51,94025,1,0.7,3
2653,24,0,44,90089,4,1.6,1
2654,30,5,121,94555,2,3.1,1
2655,60,36,49,94965,4,2.2,1
2656,50,26,42,91784,2,1,3
2657,40,15,144,91040,1,4.1,1
2658,31,6,72,94583,1,2.6,2
2659,30,4,44,94304,1,1.5,1
2660,60,35,43,91763,3,0.9,3
2661,39,14,74,93063,1,0.1,2
2662,66,41,145,90009,1,2.5,1
2663,65,41,158,92346,2,2.1,1
2664,54,28,78,91311,4,4.9,1
2665,54,29,154,95014,1,2.4,2
2666,35,9,105,90064,2,4.5,3
2667,32,7,100,92126,3,0.6,2
2668,63,39,58,94112,1,0,2
2669,60,35,113,94507,1,0.9,1
2670,43,18,10,91902,2,0.1,2
2671,59,33,142,94080,2,2.7,1
2672,62,37,128,92093,1,2.5,1
2673,30,5,131,92068,3,0.5,3
2674,54,30,88,92647,4,1,2
2675,30,6,101,90245,2,0.6,1
2676,31,1,70,92115,2,1.75,3
2677,44,20,122,91765,1,0.3,1
2678,32,8,70,91423,3,1.5,1
2679,63,38,148,93023,2,4.3,3
2680,57,32,43,92704,2,2.1,3
2681,60,30,31,95060,1,1.5,3
2682,37,11,35,94609,2,0.8,3
2683,53,27,81,90032,4,2.6,3
2684,51,25,19,95812,1,1.4,3
2685,30,5,98,92028,4,1.8,3
2686,28,2,101,90280,4,2.1,3
2687,50,24,81,95053,2,0.4,3
2688,52,27,135,93561,1,0.6,1
2689,56,30,34,94542,2,0.7,2
2690,40,16,104,91730,1,3.4,1
2691,64,38,29,90245,3,0.7,2
2692,61,36,119,95064,2,5.4,2
2693,46,20,82,90230,2,1.7,2
2694,55,29,62,90089,1,0.2,1
2695,45,19,85,94720,3,2.1,1
2696,40,15,8,94960,2,0.1,2
2697,63,37,78,91711,4,1.7,3
2698,57,32,44,93407,3,0.5,2
2699,38,14,122,95819,2,8,1
2700,37,11,22,90035,3,0.1,2
2701,31,5,39,94590,4,2.2,2
2702,50,26,55,94305,1,1.6,2
2703,42,18,144,94063,2,6.1,1
2704,51,27,71,92521,1,2.6,2
2705,38,13,191,91710,2,3,1
2706,53,26,22,92831,1,0.5,2
2707,43,17,158,90740,1,2.4,1
2708,35,9,131,90089,3,0.3,3
2709,49,24,75,95670,1,2.8,2
2710,28,4,69,94305,3,0.7,2
2711,51,27,39,94304,2,0.8,1
2712,39,14,34,94939,4,1.7,1
2713,31,7,32,91320,1,1.7,1
2714,44,18,129,92028,1,5.7,1
2715,46,20,158,92870,3,5.4,1
2716,42,18,54,90089,1,1.8,1
2717,41,17,34,92182,1,2,2
2718,23,-2,45,95422,4,0.6,2
2719,59,33,68,95064,2,2.3,3
2720,47,21,53,95929,1,1.5,2
2721,48,23,32,93302,1,0.1,1
2722,58,33,173,92121,2,7.2,3
2723,58,34,31,92126,4,0.4,1
2724,54,29,72,94558,2,3.7,1
2725,49,24,30,90212,4,0.4,2
2726,63,38,138,92675,1,2.5,1
2727,62,37,18,92028,1,1.5,2
2728,45,19,69,90840,1,2.8,1
2729,39,13,58,94555,3,2.1,1
2730,58,34,63,90007,4,1.5,1
2731,56,30,43,90401,2,0.3,1
2732,29,5,28,96651,1,0.2,3
2733,33,9,38,93106,1,2.1,3
2734,55,29,72,93107,3,0.3,2
2735,56,31,64,94126,4,0.9,1
2736,36,12,70,92131,3,2.6,2
2737,53,29,12,95621,1,0.3,1
2738,57,31,159,94577,2,0.5,1
2739,35,9,103,95120,2,4.5,3
2740,43,18,42,91330,1,0.3,3
2741,54,29,48,92182,2,2.1,3
2742,29,3,49,90266,1,1.5,1
2743,39,14,89,95762,2,0.4,1
2744,32,8,22,94583,4,0.7,2
2745,51,27,10,92121,2,0.2,1
2746,50,25,38,95616,1,1.3,2
2747,54,29,49,92703,2,2.1,3
2748,38,12,30,91765,2,1.4,3
2749,32,7,82,94305,1,2.6,2
2750,62,37,82,94086,1,0.8,3
2751,57,33,24,94501,1,0.1,2
2752,47,23,32,92251,4,0.6,1
2753,51,25,34,95819,3,0.9,3
2754,54,27,195,93117,2,4.75,2
2755,26,1,61,93943,4,2.2,1
2756,37,11,22,93711,3,0.1,2
2757,27,0,40,91301,4,1,3
2758,63,38,50,93943,2,2.8,1
2759,62,36,35,94501,2,0.7,3
2760,59,33,64,95617,3,0.3,2
2761,32,7,49,94080,3,2.3,1
2762,35,8,44,95045,4,1,2
2763,56,31,65,93403,2,3.7,1
2764,55,31,13,93943,4,0.7,1
2765,31,5,84,91320,1,2.9,3
2766,54,29,28,92093,4,0.2,2
2767,58,32,108,95123,3,4.4,1
2768,48,24,59,90401,1,0,1
2769,48,22,163,95819,1,2.4,1
2770,33,9,183,91320,2,8.8,3
2771,36,6,69,90024,4,4,3
2772,41,16,115,92333,1,7,1
2773,55,31,130,92646,4,6.5,1
2774,63,37,185,94309,2,7.9,2
2775,53,29,118,94066,2,0.3,1
2776,38,13,163,95039,1,4.1,1
2777,46,20,140,93106,2,6.3,1
2778,59,33,91,94122,2,0.7,2
2779,56,31,61,92646,4,1.3,3
2780,59,35,168,95521,4,4.1,2
2781,39,13,69,90630,3,0.9,2
2782,47,21,22,92037,1,0.2,1
2783,47,22,53,92691,1,0.3,1
2784,53,26,25,92123,2,1,2
2785,36,9,115,91765,4,2.2,2
2786,34,9,31,92521,4,1.1,3
2787,36,10,83,94705,1,2.8,3
2788,60,34,152,92807,2,6.9,1
2789,45,20,30,96003,1,0.1,1
2790,27,3,34,90065,1,0.2,3
2791,47,22,44,95821,1,1.4,3
2792,44,20,182,94710,2,7.6,1
2793,54,30,44,95616,3,1.5,1
2794,57,33,122,94301,2,6,1
2795,52,26,35,94550,4,1.8,1
2796,51,25,91,92407,1,0.8,3
2797,57,32,30,94024,2,2,2
2798,65,39,53,94608,1,2.5,3
2799,58,33,28,94720,1,0.3,3
2800,64,39,85,94720,4,3.4,2
2801,52,26,28,93907,2,0.7,2
2802,58,34,41,91016,4,0.4,1
2803,52,22,154,90650,1,5,3
2804,43,18,41,92831,1,0.3,3
2805,56,32,33,95014,3,1.5,1
2806,37,12,182,94523,3,5.8,3
2807,53,27,59,90740,2,0.8,3
2808,27,2,129,90009,2,3.3,1
2809,53,27,35,94583,3,0.9,3
2810,42,16,185,94705,3,2.2,2
2811,58,34,45,93943,4,1.3,2
2812,36,12,62,94065,4,0.1,2
2813,53,28,183,96008,3,8.2,3
2814,48,22,14,94303,2,0.1,3
2815,54,28,53,94002,1,2.2,3
2816,26,1,48,94019,3,2.6,3
2817,50,26,128,92780,2,0.4,1
2818,31,7,105,94025,1,4,1
2819,35,9,40,93943,3,0.9,1
2820,63,37,10,90095,2,0.4,1
2821,29,4,102,90245,2,3.3,1
2822,57,32,31,94143,3,0.1,2
2823,30,5,30,90245,4,0.8,1
2824,33,7,21,90095,1,0.6,3
2825,62,36,44,92867,2,0.3,1
2826,35,10,48,95060,1,2.5,3
2827,37,11,21,94604,3,0.2,2
2828,37,11,84,90266,4,2.2,2
2829,35,10,64,94306,3,0.7,2
2830,35,9,82,94720,1,2.5,1
2831,59,35,39,95616,4,1.3,1
2832,53,27,45,90405,2,0.8,3
2833,45,21,133,92056,4,5.7,3
2834,46,22,152,90009,2,1.4,1
2835,40,16,12,90033,1,1,1
2836,42,16,32,94112,3,1.5,1
2837,25,1,74,94085,4,2.6,1
2838,39,14,54,92037,2,1.1,2
2839,30,6,181,94542,3,4.1,2
2840,58,33,75,90034,2,0,3
2841,41,15,95,91101,3,0.1,1
2842,37,11,190,94305,4,7.3,2
2843,36,11,90,94709,1,2.8,1
2844,27,3,20,95616,4,1,1
2845,60,34,64,95014,3,2.2,3
2846,62,36,85,90019,2,1.7,3
2847,67,43,105,93711,4,1.7,2
2848,44,18,21,90840,1,0.2,1
2849,24,-1,78,94720,2,1.8,2
2850,45,21,158,94085,2,6.67,1
2851,58,34,125,94720,1,4.3,1
2852,61,36,81,95449,3,1.8,2
2853,54,29,183,93105,1,8.1,1
2854,28,3,54,94550,4,0.6,2
2855,49,24,79,94025,4,3.6,3
2856,35,11,38,91706,1,1.5,2
2857,36,10,172,94704,4,1,2
2858,34,8,184,93106,3,7.5,1
2859,36,11,158,95054,2,7.8,1
2860,35,11,188,94596,1,0.9,3
2861,27,2,20,95064,4,0.5,3
2862,42,18,60,92677,4,0.2,3
2863,65,39,113,92096,4,2.4,3
2864,29,5,70,93101,4,0,1
2865,65,41,84,95762,2,0,3
2866,59,33,23,94002,2,0.2,3
2867,46,22,141,90089,2,3.3,1
2868,59,33,110,90007,3,4.4,1
2869,52,26,31,94923,4,1.8,1
2870,60,35,22,92660,1,1.3,1
2871,43,17,91,95134,1,5.2,1
2872,65,39,82,94131,4,2.4,3
2873,50,26,23,92630,1,0.3,1
2874,48,23,35,93943,1,0.1,1
2875,49,25,114,91380,1,2.5,3
